"emp_id","case_id","status","status_reason","adherence_date"
67001177,967742,"Cancelled","Client Request / No longer needed","2026-03-04"
67001177,967245,"On-HOLD","Pending Clarification from the Underwriter","2026-03-09"
67001177,913496,"Agent Error","Incorrect address input","2026-03-26"
67001177,933488,"Cancelled","Client Request / No longer needed","2026-03-03"
67001177,991480,"Agent Error","Incorrect address input","2026-03-31"
67001177,844265,"On-HOLD","Pending Clarification from the Underwriter","2026-03-25"
67001177,891258,"Missed SLA","Underwriter Delay","2026-03-12"
67001177,833953,"Cancelled","Client Request / No longer needed","2026-03-16"
67001177,995678,"On-HOLD","Pending Clarification from the Underwriter","2026-03-31"
67001177,905403,"Agent Error","Incorrect address input","2026-03-25"
67001177,969667,"Cancelled","Client Request / No longer needed","2026-03-16"
67001177,826750,"Agent Error","Incorrect benefit code input","2026-03-03"
67001177,832384,"Cancelled","Client Request / No longer needed","2026-03-02"
67001645,850303,"On-HOLD","Pending Clarification from the Underwriter","2026-03-31"
67001645,910799,"Cancelled","Client Request / No longer needed","2026-03-11"
67001645,952128,"Cancelled","Client Request / No longer needed","2026-03-24"
67001645,931270,"Agent Error","Incorrect benefit code input","2026-03-03"
67001645,812363,"On-HOLD","Pending Clarification from the Underwriter","2026-03-11"
67001645,860685,"Agent Error","Incorrect address input","2026-03-25"
67001645,961381,"On-HOLD","Pending Clarification from the Underwriter","2026-03-06"
67001645,911314,"Agent Error","Incorrect benefit code input","2026-03-18"
67001645,944944,"Agent Error","Incorrect benefit code input","2026-03-17"
67001645,976828,"On-HOLD","Pending Clarification from the Underwriter","2026-03-11"
67001645,979406,"On-HOLD","Pending Clarification from the Underwriter","2026-03-26"
67001645,933324,"Missed SLA","Underwriter Delay","2026-03-12"
67001645,848359,"On-HOLD","Pending Clarification from the Underwriter","2026-03-16"
67001645,983298,"Missed SLA","Underwriter Delay","2026-03-10"
67001645,813334,"Cancelled","Client Request / No longer needed","2026-03-17"
67001781,985919,"Missed SLA","Agent delay","2026-03-17"
67001781,829671,"Agent Error","Incorrect benefit code input","2026-03-23"
67001781,929648,"On-HOLD","Pending Clarification from the Underwriter","2026-03-31"
67001781,883403,"Missed SLA","Agent delay","2026-03-23"
67001781,987241,"Cancelled","Client Request / No longer needed","2026-03-26"
67001781,833023,"Missed SLA","Agent delay","2026-03-24"
67001781,914959,"Cancelled","Client Request / No longer needed","2026-03-27"
67001781,939408,"Missed SLA","Underwriter Delay","2026-03-13"
67001781,881042,"On-HOLD","Pending Clarification from the Underwriter","2026-03-10"
67001781,811383,"On-HOLD","Pending Clarification from the Underwriter","2026-03-09"
67001781,888696,"Agent Error","Incorrect benefit code input","2026-03-31"
67001781,875511,"Agent Error","Incorrect address input","2026-03-19"
67001781,948945,"Cancelled","Client Request / No longer needed","2026-03-06"
67001921,882308,"Agent Error","Incorrect address input","2026-03-24"
67001921,845122,"Cancelled","Client Request / No longer needed","2026-03-02"
67001921,899432,"Missed SLA","Agent delay","2026-03-17"
67001921,818195,"Cancelled","Client Request / No longer needed","2026-03-25"
67001921,882008,"Cancelled","Client Request / No longer needed","2026-03-19"
67001921,977162,"Cancelled","Client Request / No longer needed","2026-03-03"
67001921,841679,"Cancelled","Client Request / No longer needed","2026-03-31"
67001921,987882,"Cancelled","Client Request / No longer needed","2026-03-09"
67002001,990352,"Missed SLA","Agent delay","2026-03-04"
67002001,975568,"Missed SLA","Agent delay","2026-03-13"
67002001,946716,"Agent Error","Incorrect address input","2026-03-17"
67002001,895644,"Agent Error","Incorrect benefit code input","2026-03-26"
67002001,893093,"Agent Error","Incorrect address input","2026-03-12"
67002001,891538,"On-HOLD","Pending Clarification from the Underwriter","2026-03-06"
67002001,919820,"Cancelled","Client Request / No longer needed","2026-03-05"
67002001,840307,"Agent Error","Incorrect benefit code input","2026-03-02"
67002001,919784,"Missed SLA","Underwriter Delay","2026-03-26"
67002001,928673,"Missed SLA","Agent delay","2026-03-10"
67002001,868491,"Cancelled","Client Request / No longer needed","2026-03-27"
67002001,906778,"Missed SLA","Agent delay","2026-03-13"
67001148,880343,"Cancelled","Client Request / No longer needed","2026-03-27"
67001148,815012,"Missed SLA","Agent delay","2026-03-03"
67001148,920025,"Agent Error","Incorrect address input","2026-03-18"
67001148,968571,"Agent Error","Incorrect address input","2026-03-18"
67001148,974027,"Missed SLA","Underwriter Delay","2026-03-26"
67001148,959372,"Agent Error","Incorrect address input","2026-03-25"
67001148,937234,"On-HOLD","Pending Clarification from the Underwriter","2026-03-31"
67001148,935075,"Agent Error","Incorrect address input","2026-03-09"
67001855,936905,"On-HOLD","Pending Clarification from the Underwriter","2026-03-25"
67001855,949063,"Cancelled","Client Request / No longer needed","2026-03-05"
67001855,909844,"Cancelled","Client Request / No longer needed","2026-03-04"
67001855,893282,"Missed SLA","Agent delay","2026-03-06"
67001855,829897,"Agent Error","Incorrect address input","2026-03-18"
67001855,833661,"Cancelled","Client Request / No longer needed","2026-03-16"
67001855,855839,"On-HOLD","Pending Clarification from the Underwriter","2026-03-26"
67001855,966615,"Cancelled","Client Request / No longer needed","2026-03-12"
67001855,984247,"Cancelled","Client Request / No longer needed","2026-03-13"
67001270,957673,"Missed SLA","Agent delay","2026-03-03"
67001270,888833,"Cancelled","Client Request / No longer needed","2026-03-27"
67001270,812853,"On-HOLD","Pending Clarification from the Underwriter","2026-03-10"
67001270,838343,"On-HOLD","Pending Clarification from the Underwriter","2026-03-09"
67001270,956582,"Agent Error","Incorrect address input","2026-03-13"
67001270,923173,"On-HOLD","Pending Clarification from the Underwriter","2026-03-13"
67001270,877483,"Cancelled","Client Request / No longer needed","2026-03-26"
67001270,911899,"On-HOLD","Pending Clarification from the Underwriter","2026-03-13"
67001270,865538,"On-HOLD","Pending Clarification from the Underwriter","2026-03-17"
67001270,965685,"Cancelled","Client Request / No longer needed","2026-03-06"
67001270,954579,"Missed SLA","Agent delay","2026-03-18"
67001270,936847,"On-HOLD","Pending Clarification from the Underwriter","2026-03-10"
67001270,847086,"Missed SLA","Agent delay","2026-03-31"
67001978,920942,"On-HOLD","Pending Clarification from the Underwriter","2026-03-02"
67001978,939345,"Agent Error","Incorrect address input","2026-03-30"
67001978,841054,"Missed SLA","Agent delay","2026-03-31"
67001978,972186,"Cancelled","Client Request / No longer needed","2026-03-24"
67001978,902738,"Missed SLA","Underwriter Delay","2026-03-19"
67001978,884491,"On-HOLD","Pending Clarification from the Underwriter","2026-03-17"
67001978,892526,"Agent Error","Incorrect benefit code input","2026-03-26"
67001978,868189,"Agent Error","Incorrect address input","2026-03-09"
67001978,887589,"Agent Error","Incorrect benefit code input","2026-03-25"
67001978,985311,"Missed SLA","Underwriter Delay","2026-03-02"
67001978,931622,"Agent Error","Incorrect benefit code input","2026-03-09"
67001978,949776,"Cancelled","Client Request / No longer needed","2026-03-16"
67001847,830821,"Agent Error","Incorrect address input","2026-03-26"
67001847,979192,"Cancelled","Client Request / No longer needed","2026-03-06"
67001847,912428,"Missed SLA","Agent delay","2026-03-09"
67001847,849021,"Missed SLA","Agent delay","2026-03-02"
67001847,993467,"Agent Error","Incorrect address input","2026-03-05"
67001847,993610,"Agent Error","Incorrect address input","2026-03-25"
67001847,981303,"Cancelled","Client Request / No longer needed","2026-03-31"
67001847,873975,"Agent Error","Incorrect address input","2026-03-02"
67001847,823981,"Cancelled","Client Request / No longer needed","2026-03-17"
67001847,890702,"Agent Error","Incorrect address input","2026-03-04"
67001847,923757,"Missed SLA","Agent delay","2026-03-17"
67001795,911242,"Agent Error","Incorrect benefit code input","2026-03-13"
67001795,942524,"On-HOLD","Pending Clarification from the Underwriter","2026-03-10"
67001795,909321,"On-HOLD","Pending Clarification from the Underwriter","2026-03-26"
67001795,985645,"Missed SLA","Agent delay","2026-03-06"
67001795,823856,"Cancelled","Client Request / No longer needed","2026-03-30"
67001795,956069,"Missed SLA","Underwriter Delay","2026-03-30"
67001795,958140,"Cancelled","Client Request / No longer needed","2026-03-11"
67001795,966127,"Missed SLA","Underwriter Delay","2026-03-06"
67001795,993476,"Cancelled","Client Request / No longer needed","2026-03-05"
67001795,878302,"On-HOLD","Pending Clarification from the Underwriter","2026-03-16"
67001795,995089,"Missed SLA","Agent delay","2026-03-24"
67001795,850851,"Cancelled","Client Request / No longer needed","2026-03-05"
67001795,832820,"Agent Error","Incorrect benefit code input","2026-03-04"
67001246,995045,"Cancelled","Client Request / No longer needed","2026-03-18"
67001246,937706,"Missed SLA","Underwriter Delay","2026-03-12"
67001246,861149,"Agent Error","Incorrect address input","2026-03-30"
67001246,860929,"Cancelled","Client Request / No longer needed","2026-03-13"
67001246,918494,"Agent Error","Incorrect address input","2026-03-31"
67001246,950552,"Cancelled","Client Request / No longer needed","2026-03-05"
67001246,829884,"Missed SLA","Underwriter Delay","2026-03-17"
67001246,818057,"Cancelled","Client Request / No longer needed","2026-03-24"
67001246,837260,"Cancelled","Client Request / No longer needed","2026-03-24"
67001920,882757,"Missed SLA","Agent delay","2026-03-05"
67001920,831342,"Agent Error","Incorrect benefit code input","2026-03-26"
67001920,977147,"On-HOLD","Pending Clarification from the Underwriter","2026-03-25"
67001920,863810,"Agent Error","Incorrect benefit code input","2026-03-11"
67001920,917097,"Agent Error","Incorrect address input","2026-03-17"
67001920,815570,"Agent Error","Incorrect benefit code input","2026-03-23"
67001920,896636,"Missed SLA","Agent delay","2026-03-27"
67001920,854643,"Missed SLA","Underwriter Delay","2026-03-17"
67001920,944639,"Missed SLA","Underwriter Delay","2026-03-04"
67001920,998855,"Agent Error","Incorrect address input","2026-03-04"
67001920,866991,"Agent Error","Incorrect address input","2026-03-04"
67001920,861293,"On-HOLD","Pending Clarification from the Underwriter","2026-03-24"
67001920,833331,"Missed SLA","Agent delay","2026-03-13"
67001920,812607,"Missed SLA","Agent delay","2026-03-12"
