"emp_id","transaction_date","transactions_completed","status"
67001215,"2026-03-06",0,"Absent"
67001215,"2026-03-09",0,"Absent"
67001215,"2026-03-10",84,"Passed"
67001215,"2026-03-11",66,"Passed"
67001215,"2026-03-12",36,"Failed"
67001215,"2026-03-13",82,"Passed"
67001215,"2026-03-16",31,"Failed"
67001215,"2026-03-17",95,"Passed"
67001215,"2026-03-18",63,"Passed"
67001215,"2026-03-19",34,"Failed"
67001215,"2026-03-23",48,"Failed"
67001215,"2026-03-24",76,"Passed"
67001215,"2026-03-25",82,"Passed"
67001215,"2026-03-26",88,"Passed"
67001215,"2026-03-27",35,"Failed"
67001215,"2026-03-30",95,"Passed"
67001215,"2026-03-31",41,"Failed"
67001882,"2026-03-02",62,"Passed"
67001882,"2026-03-03",49,"Failed"
67001882,"2026-03-04",34,"Failed"
67001882,"2026-03-05",79,"Passed"
67001882,"2026-03-06",51,"Failed"
67001882,"2026-03-09",63,"Passed"
67001882,"2026-03-10",0,"Absent"
67001882,"2026-03-11",49,"Failed"
67001882,"2026-03-12",37,"Failed"
67001882,"2026-03-13",41,"Failed"
67001882,"2026-03-16",35,"Failed"
67001882,"2026-03-17",70,"Passed"
67001882,"2026-03-18",52,"Failed"
67001882,"2026-03-19",65,"Passed"
67001882,"2026-03-23",79,"Passed"
67001882,"2026-03-24",54,"Failed"
67001882,"2026-03-25",36,"Failed"
67001882,"2026-03-26",51,"Failed"
67001882,"2026-03-27",79,"Passed"
67001882,"2026-03-30",74,"Passed"
67001882,"2026-03-31",76,"Passed"
67001502,"2026-03-02",0,"Absent"
67001502,"2026-03-03",49,"Failed"
67001502,"2026-03-04",39,"Failed"
67001502,"2026-03-05",78,"Passed"
67001502,"2026-03-06",56,"Failed"
67001502,"2026-03-09",76,"Passed"
67001502,"2026-03-10",46,"Failed"
67001502,"2026-03-11",90,"Passed"
67001502,"2026-03-12",79,"Passed"
67001502,"2026-03-13",0,"Absent"
67001502,"2026-03-16",0,"Absent"
67001502,"2026-03-17",63,"Passed"
67001502,"2026-03-18",47,"Failed"
67001502,"2026-03-19",52,"Failed"
67001502,"2026-03-23",49,"Failed"
67001502,"2026-03-24",86,"Passed"
67001502,"2026-03-25",42,"Failed"
67001502,"2026-03-26",73,"Passed"
67001502,"2026-03-27",45,"Failed"
67001502,"2026-03-30",60,"Passed"
67001502,"2026-03-31",55,"Failed"
67001240,"2026-03-02",45,"Failed"
67001240,"2026-03-03",40,"Failed"
67001240,"2026-03-04",45,"Failed"
67001240,"2026-03-05",0,"Absent"
67001240,"2026-03-06",36,"Failed"
67001240,"2026-03-09",34,"Failed"
67001240,"2026-03-10",40,"Failed"
67001240,"2026-03-11",64,"Passed"
67001240,"2026-03-12",91,"Passed"
67001240,"2026-03-13",0,"Absent"
67001240,"2026-03-16",62,"Passed"
67001240,"2026-03-17",72,"Passed"
67001240,"2026-03-18",41,"Failed"
67001240,"2026-03-19",70,"Passed"
67001240,"2026-03-23",55,"Failed"
67001240,"2026-03-24",37,"Failed"
67001240,"2026-03-25",0,"Absent"
67001240,"2026-03-26",79,"Passed"
67001240,"2026-03-27",65,"Passed"
67001240,"2026-03-30",32,"Failed"
67001240,"2026-03-31",94,"Passed"
67001177,"2026-03-02",0,"Absent"
67001177,"2026-03-03",93,"Passed"
67001177,"2026-03-04",46,"Failed"
67001177,"2026-03-05",55,"Failed"
67001177,"2026-03-06",32,"Failed"
67001177,"2026-03-09",88,"Passed"
67001177,"2026-03-10",0,"Absent"
67001177,"2026-03-11",78,"Passed"
67001177,"2026-03-12",0,"Absent"
67001177,"2026-03-13",84,"Passed"
67001177,"2026-03-16",0,"Absent"
67001177,"2026-03-17",31,"Failed"
67001177,"2026-03-18",40,"Failed"
67001177,"2026-03-19",65,"Passed"
67001177,"2026-03-23",50,"Failed"
67001177,"2026-03-24",78,"Passed"
67001177,"2026-03-25",43,"Failed"
67001177,"2026-03-26",31,"Failed"
67001177,"2026-03-27",0,"Absent"
67001177,"2026-03-30",34,"Failed"
67001177,"2026-03-31",57,"Failed"
67001645,"2026-03-02",90,"Passed"
67001645,"2026-03-03",39,"Failed"
67001645,"2026-03-04",95,"Passed"
67001645,"2026-03-05",86,"Passed"
67001645,"2026-03-06",64,"Passed"
67001645,"2026-03-09",57,"Failed"
67001645,"2026-03-10",74,"Passed"
67001645,"2026-03-11",32,"Failed"
67001645,"2026-03-12",92,"Passed"
67001645,"2026-03-13",78,"Passed"
67001645,"2026-03-16",52,"Failed"
67001645,"2026-03-17",0,"Absent"
67001645,"2026-03-18",93,"Passed"
67001645,"2026-03-19",53,"Failed"
67001645,"2026-03-23",67,"Passed"
67001645,"2026-03-24",66,"Passed"
67001645,"2026-03-25",59,"Failed"
67001645,"2026-03-26",55,"Failed"
67001645,"2026-03-27",64,"Passed"
67001645,"2026-03-30",77,"Passed"
67001645,"2026-03-31",0,"Absent"
67001781,"2026-03-02",53,"Failed"
67001781,"2026-03-03",49,"Failed"
67001781,"2026-03-04",54,"Failed"
67001781,"2026-03-05",72,"Passed"
67001781,"2026-03-06",73,"Passed"
67001781,"2026-03-09",75,"Passed"
67001781,"2026-03-10",90,"Passed"
67001781,"2026-03-11",93,"Passed"
67001781,"2026-03-12",67,"Passed"
67001781,"2026-03-13",53,"Failed"
67001781,"2026-03-16",91,"Passed"
67001781,"2026-03-17",71,"Passed"
67001781,"2026-03-18",45,"Failed"
67001781,"2026-03-19",0,"Absent"
67001781,"2026-03-23",41,"Failed"
67001781,"2026-03-24",50,"Failed"
67001781,"2026-03-25",31,"Failed"
67001781,"2026-03-26",88,"Passed"
67001781,"2026-03-27",65,"Passed"
67001781,"2026-03-30",51,"Failed"
67001781,"2026-03-31",52,"Failed"
67001921,"2026-03-02",89,"Passed"
67001921,"2026-03-03",83,"Passed"
67001921,"2026-03-04",84,"Passed"
67001921,"2026-03-05",42,"Failed"
67001921,"2026-03-06",60,"Passed"
67001921,"2026-03-09",60,"Passed"
67001921,"2026-03-10",66,"Passed"
67001921,"2026-03-11",89,"Passed"
67001921,"2026-03-12",83,"Passed"
67001921,"2026-03-13",35,"Failed"
67001921,"2026-03-16",34,"Failed"
67001921,"2026-03-17",67,"Passed"
67001921,"2026-03-18",59,"Failed"
67001921,"2026-03-19",69,"Passed"
67001921,"2026-03-23",52,"Failed"
67001921,"2026-03-24",53,"Failed"
67001921,"2026-03-25",0,"Absent"
67001921,"2026-03-26",82,"Passed"
67001921,"2026-03-27",41,"Failed"
67001921,"2026-03-30",46,"Failed"
67001921,"2026-03-31",0,"Absent"
67002001,"2026-03-02",38,"Failed"
67002001,"2026-03-03",35,"Failed"
67002001,"2026-03-04",40,"Failed"
67002001,"2026-03-05",85,"Passed"
67002001,"2026-03-06",31,"Failed"
67002001,"2026-03-09",0,"Absent"
67002001,"2026-03-10",81,"Passed"
67002001,"2026-03-11",79,"Passed"
67002001,"2026-03-12",33,"Failed"
67002001,"2026-03-13",37,"Failed"
67002001,"2026-03-16",35,"Failed"
67002001,"2026-03-17",80,"Passed"
67002001,"2026-03-18",77,"Passed"
67002001,"2026-03-19",0,"Absent"
67002001,"2026-03-23",39,"Failed"
67002001,"2026-03-24",0,"Absent"
67002001,"2026-03-25",59,"Failed"
67002001,"2026-03-26",90,"Passed"
67002001,"2026-03-27",46,"Failed"
67002001,"2026-03-30",81,"Passed"
67002001,"2026-03-31",72,"Passed"
67001148,"2026-03-02",68,"Passed"
67001148,"2026-03-03",44,"Failed"
67001148,"2026-03-04",39,"Failed"
67001148,"2026-03-05",0,"Absent"
67001148,"2026-03-06",68,"Passed"
67001148,"2026-03-09",43,"Failed"
67001148,"2026-03-10",38,"Failed"
67001148,"2026-03-11",80,"Passed"
67001148,"2026-03-12",57,"Failed"
67001148,"2026-03-13",50,"Failed"
67001148,"2026-03-16",57,"Failed"
67001148,"2026-03-17",0,"Absent"
67001148,"2026-03-18",83,"Passed"
67001148,"2026-03-19",43,"Failed"
67001148,"2026-03-23",59,"Failed"
67001148,"2026-03-24",67,"Passed"
67001148,"2026-03-25",62,"Passed"
67001148,"2026-03-26",0,"Absent"
67001148,"2026-03-27",45,"Failed"
67001148,"2026-03-30",74,"Passed"
67001148,"2026-03-31",78,"Passed"
67001855,"2026-03-02",64,"Passed"
67001855,"2026-03-03",39,"Failed"
67001855,"2026-03-04",0,"Absent"
67001855,"2026-03-05",66,"Passed"
67001855,"2026-03-06",52,"Failed"
67001855,"2026-03-09",88,"Passed"
67001855,"2026-03-10",36,"Failed"
67001855,"2026-03-11",44,"Failed"
67001855,"2026-03-12",40,"Failed"
67001855,"2026-03-13",0,"Absent"
67001855,"2026-03-16",32,"Failed"
67001855,"2026-03-17",41,"Failed"
67001855,"2026-03-18",52,"Failed"
67001855,"2026-03-19",31,"Failed"
67001855,"2026-03-23",0,"Absent"
67001855,"2026-03-24",59,"Failed"
67001855,"2026-03-25",54,"Failed"
67001855,"2026-03-26",78,"Passed"
67001855,"2026-03-27",36,"Failed"
67001855,"2026-03-30",47,"Failed"
67001855,"2026-03-31",94,"Passed"
67001270,"2026-03-02",49,"Failed"
67001270,"2026-03-03",76,"Passed"
67001270,"2026-03-04",74,"Passed"
67001270,"2026-03-05",46,"Failed"
67001270,"2026-03-06",69,"Passed"
67001270,"2026-03-09",93,"Passed"
67001270,"2026-03-10",67,"Passed"
67001270,"2026-03-11",63,"Passed"
67001270,"2026-03-12",89,"Passed"
67001270,"2026-03-13",43,"Failed"
67001270,"2026-03-16",89,"Passed"
67001270,"2026-03-17",64,"Passed"
67001270,"2026-03-18",0,"Absent"
67001270,"2026-03-19",64,"Passed"
67001270,"2026-03-23",55,"Failed"
67001270,"2026-03-24",0,"Absent"
67001270,"2026-03-25",69,"Passed"
67001270,"2026-03-26",72,"Passed"
67001270,"2026-03-27",89,"Passed"
67001270,"2026-03-30",90,"Passed"
67001270,"2026-03-31",34,"Failed"
67001978,"2026-03-02",53,"Failed"
67001978,"2026-03-03",0,"Absent"
67001978,"2026-03-04",0,"Absent"
67001978,"2026-03-05",91,"Passed"
67001978,"2026-03-06",53,"Failed"
67001978,"2026-03-09",87,"Passed"
67001978,"2026-03-10",64,"Passed"
67001978,"2026-03-11",0,"Absent"
67001978,"2026-03-12",80,"Passed"
67001978,"2026-03-13",0,"Absent"
67001978,"2026-03-16",57,"Failed"
67001978,"2026-03-17",85,"Passed"
67001978,"2026-03-18",72,"Passed"
67001978,"2026-03-19",87,"Passed"
67001978,"2026-03-23",57,"Failed"
67001978,"2026-03-24",32,"Failed"
67001978,"2026-03-25",69,"Passed"
67001978,"2026-03-26",50,"Failed"
67001978,"2026-03-27",35,"Failed"
67001978,"2026-03-30",41,"Failed"
67001978,"2026-03-31",48,"Failed"
67001847,"2026-03-02",47,"Failed"
67001847,"2026-03-03",47,"Failed"
67001847,"2026-03-04",64,"Passed"
67001847,"2026-03-05",0,"Absent"
67001847,"2026-03-06",0,"Absent"
67001847,"2026-03-09",70,"Passed"
67001847,"2026-03-10",87,"Passed"
67001847,"2026-03-11",77,"Passed"
67001847,"2026-03-12",63,"Passed"
67001847,"2026-03-13",54,"Failed"
67001847,"2026-03-16",42,"Failed"
67001847,"2026-03-17",44,"Failed"
67001847,"2026-03-18",69,"Passed"
67001847,"2026-03-19",61,"Passed"
67001847,"2026-03-23",0,"Absent"
67001847,"2026-03-24",73,"Passed"
67001847,"2026-03-25",57,"Failed"
67001847,"2026-03-26",43,"Failed"
67001847,"2026-03-27",80,"Passed"
67001847,"2026-03-30",48,"Failed"
67001847,"2026-03-31",43,"Failed"
67001795,"2026-03-02",0,"Absent"
67001795,"2026-03-03",55,"Failed"
67001795,"2026-03-04",42,"Failed"
67001795,"2026-03-05",0,"Absent"
67001795,"2026-03-06",76,"Passed"
67001795,"2026-03-09",93,"Passed"
67001795,"2026-03-10",44,"Failed"
67001795,"2026-03-11",88,"Passed"
67001795,"2026-03-12",35,"Failed"
67001795,"2026-03-13",91,"Passed"
67001795,"2026-03-16",90,"Passed"
67001795,"2026-03-17",59,"Failed"
67001795,"2026-03-18",46,"Failed"
67001795,"2026-03-19",48,"Failed"
67001795,"2026-03-23",84,"Passed"
67001795,"2026-03-24",0,"Absent"
67001795,"2026-03-25",59,"Failed"
67001795,"2026-03-26",50,"Failed"
67001795,"2026-03-27",70,"Passed"
67001795,"2026-03-30",50,"Failed"
67001795,"2026-03-31",0,"Absent"
67001246,"2026-03-02",0,"Absent"
67001246,"2026-03-03",0,"Absent"
67001246,"2026-03-04",45,"Failed"
67001246,"2026-03-05",71,"Passed"
67001246,"2026-03-06",33,"Failed"
67001246,"2026-03-09",44,"Failed"
67001246,"2026-03-10",78,"Passed"
67001246,"2026-03-11",66,"Passed"
67001246,"2026-03-12",81,"Passed"
67001246,"2026-03-13",48,"Failed"
67001246,"2026-03-16",63,"Passed"
67001246,"2026-03-17",71,"Passed"
67001246,"2026-03-18",73,"Passed"
67001246,"2026-03-19",34,"Failed"
67001246,"2026-03-23",59,"Failed"
67001246,"2026-03-24",0,"Absent"
67001246,"2026-03-25",0,"Absent"
67001246,"2026-03-26",56,"Failed"
67001246,"2026-03-27",93,"Passed"
67001246,"2026-03-30",31,"Failed"
67001246,"2026-03-31",93,"Passed"
67001920,"2026-03-02",58,"Failed"
67001920,"2026-03-03",54,"Failed"
67001920,"2026-03-04",40,"Failed"
67001920,"2026-03-05",59,"Failed"
67001920,"2026-03-06",40,"Failed"
67001920,"2026-03-09",55,"Failed"
67001920,"2026-03-10",92,"Passed"
67001920,"2026-03-11",37,"Failed"
67001920,"2026-03-12",31,"Failed"
67001920,"2026-03-13",47,"Failed"
67001920,"2026-03-16",63,"Passed"
67001920,"2026-03-17",35,"Failed"
67001920,"2026-03-18",35,"Failed"
67001920,"2026-03-19",0,"Absent"
67001920,"2026-03-23",38,"Failed"
67001920,"2026-03-24",85,"Passed"
67001920,"2026-03-25",53,"Failed"
67001920,"2026-03-26",59,"Failed"
67001920,"2026-03-27",0,"Absent"
67001920,"2026-03-30",39,"Failed"
67001920,"2026-03-31",0,"Absent"
